Ticker,Date,MarketOpen,High,Low,MarketClose,Adj Close,Volume,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_std_7
TataMotors,23-12-2014,491.5278625,496.12854,480.4467163,482.9696655,479.7935486,4165774,486.2314148,477.5820618,476.5991821,467.6549683,473.4047852,485.4942932,491.3915405,478.1086077,6.548886821
TataMotors,24-12-2014,484.9484558,487.5208435,476.4396973,478.8142395,475.6654358,6510045,479.7935486,486.2314148,477.5820618,476.5991821,467.6549683,473.4047852,485.4942932,476.7044852,5.700107168
TataMotors,26-12-2014,477.8743286,482.3760376,473.8673096,480.0014954,476.8449097,2339159,475.6654358,479.7935486,486.2314148,477.5820618,476.5991821,467.6549683,473.4047852,477.1959316,5.513444057
TataMotors,29-12-2014,480.0014954,492.7151489,480.0014954,489.7964478,486.57547,2818585,476.8449097,475.6654358,479.7935486,486.2314148,477.5820618,476.5991821,467.6549683,479.8988604,4.622289885
TataMotors,30-12-2014,493.7045288,494.1992188,485.0473938,488.5102539,485.2977295,1701736,486.57547,476.8449097,475.6654358,479.7935486,486.2314148,477.5820618,476.5991821,481.14151,4.754717782
TataMotors,31-12-2014,489.2522888,493.4077148,485.8388977,490.2911377,487.066864,3217611,485.2977295,486.57547,476.8449097,475.6654358,479.7935486,486.2314148,477.5820618,482.4964818,4.91990102
TataMotors,01-01-2015,489.2522888,494.1497498,487.0261536,493.1603699,489.9172363,944551,487.066864,485.2977295,486.57547,476.8449097,475.6654358,479.7935486,486.2314148,483.0230277,5.543910707
TataMotors,02-01-2015,491.9730835,511.9092712,491.9730835,506.3686829,503.0386963,4193093,489.9172363,487.066864,485.2977295,486.57547,476.8449097,475.6654358,479.7935486,486.3437631,9.105091479
TataMotors,05-01-2015,504.6867371,520.4179688,501.3228149,518.241333,514.833252,6758676,503.0386963,489.9172363,487.066864,485.2977295,486.57547,476.8449097,475.6654358,491.9391654,12.75330518
TataMotors,06-01-2015,508.8916321,508.8916321,493.9518738,496.079071,492.8167419,7979598,514.833252,503.0386963,489.9172363,487.066864,485.2977295,486.57547,476.8449097,494.2208557,10.89626517
TataMotors,07-01-2015,489.7469788,495.0896606,484.0085144,488.6091919,485.3959961,9232656,492.8167419,514.833252,503.0386963,489.9172363,487.066864,485.2977295,486.57547,494.0523594,11.04233562
TataMotors,08-01-2015,498.6514587,509.336853,495.6832886,506.5665588,503.23526,5535587,485.3959961,492.8167419,514.833252,503.0386963,489.9172363,487.066864,485.2977295,496.6148638,10.74954396
TataMotors,09-01-2015,515.7183838,519.3791504,510.0294189,516.7572632,513.3589478,4053562,503.23526,485.3959961,492.8167419,514.833252,503.0386963,489.9172363,487.066864,500.3708758,11.42922306
TataMotors,12-01-2015,512.9975586,519.1317749,505.8245239,516.7572632,513.3589478,2560568,513.3589478,503.23526,485.3959961,492.8167419,514.833252,503.0386963,489.9172363,503.7196917,11.28917106
TataMotors,13-01-2015,514.8279419,520.1211548,509.782074,513.9375,510.5577087,4328812,513.3589478,513.3589478,503.23526,485.3959961,492.8167419,514.833252,503.0386963,504.7938363,11.56784707
TataMotors,14-01-2015,515.9657593,521.0610962,508.4958801,514.8279419,511.4422913,6070608,510.5577087,513.3589478,513.3589478,503.23526,485.3959961,492.8167419,514.833252,504.3094134,11.14046634
TataMotors,15-01-2015,522.6936035,530.3118896,518.1918945,527.2942505,523.8266602,6902556,511.4422913,510.5577087,513.3589478,513.3589478,503.23526,485.3959961,492.8167419,508.7394017,11.9452068
TataMotors,16-01-2015,525.4638672,530.1140137,516.8562012,520.1706543,516.7498779,4250137,523.8266602,511.4422913,510.5577087,513.3589478,513.3589478,503.23526,485.3959961,513.2185277,6.257568104
TataMotors,19-01-2015,520.9127197,533.8736572,517.5982666,532.7853394,529.2816162,4617341,516.7498779,523.8266602,511.4422913,510.5577087,513.3589478,513.3589478,503.23526,516.9394357,7.028324083
